,name
37968,"Ткань Атлас 130 г/кв.м, 1,6*106 м. Сублимация"
37969,Пленка самоклеящаяся мономерная Oracal 640 M 000 1*100 м
37970,Пленка самоклеящаяся мономерная Oracal 640 M 010 1*100 м
37971,"Пленка самоклеящаяся мономерная Oracal 640 M 000 1,26*100 м"
37972,"Самба Manoor 180 г/м2, 3,2*80м, Сольвент, Латекс, УФ"
37973,"Ткань Блекаут Люкс 250гр, 1,6м*60м, Термотрансфер"
37974,"Ткань Блекаут Люкс 250гр, 1,6м*68м, Термотрансфер"
37975,"Самба Manoor 180 г/м2, 3,2*46м, Сольвент, Латекс, УФ"
37976,"Пленка для печати Orajet 3620 G F 000 2*50 м прозрачная, глянцевая (легкосъёмный клей)"
37977,"Ткань Оксфорд 210D PU, 100 г/кв.м,  1,5м*92.м, Термотрансфер А"
37978,"Ткань Оксфорд 210D PU, 100 г/кв.м,  1,5м*82 м, Термотрансфер А"
37979,"Оксфорд Premum 600D PU, 200 г/кв.м,  1,5*10м, Термотрансфер. А"
37980,"Ткань 3D c хлопком 170гр/м2/1,65м*52,9м Термотрансфер"
37981,"Ткань 3D c хлопком 170гр/м2/1,65м*51,0м Термотрансфер"
37982,Пленка 640G F000 100/1260
37983,Пленка 640G F010 100/1400
37984,"Тентовая ткань 630гр., 3,2*50м, 1000*1000 18*18, белый, мат"
37985,"Профиль ALS 130 зеленый-61, 2м"
37987,"Образец Баннер Vikuflex литой Frontlit 400гр, 2х1.25 мат 1000Dx1000D, 16x16"
37989,"Антигравийная полиуретановая пленка Hogomaku PRO (1,52 m x 10 m)"
37990,"Антигравийная полиуретановая пленка Hogomaku PRO (1,52 m x 4 m)"
37991,"Пленка самоклеящаяся мономерная Oracal 640 G 000 1,26*50 м прозрачная, глянцевая"
37992,"Промо-рулон плёнка перфорированная One-Way-Vision new, 140 микрон, 1,37*2м"
37993,"Бумага Ситилайт Vilaseca Skylight 150 г/м2 1,6м * 90м, сольвент, UV, латекс н8111"
37994,"Ткань Флажная Сетка 110 гр/м2, Ровный Край, 1,6 м*90 м, Термотрансфер, А"
37995,"Маркер для стекла и керамики Connector, 1-5 мм, красный"
37997,"Epson Photo Paper Gloss 250гр, 1.118*30.5м"
37998,"Самба Manoor негорючая 195 г/м2, 1,07*50 м, Сольвент, Латекс, УФ"
37999,"Ткань Бифлекс 230гр/м2, 1,55*49м, Термотрансфер"
38000,"Бумага Ситилайт Vilaseca Skylight 150 г/м2 1,6м * 95м, сольвент, UV, латекс н8111"
38001,"Токопроводящий клей контактол Connector, 0,5-0,8 ОМ на см, прозрачный"
38003,Разъем вакумной линии M4  MSX001A 345PLD043C
38005,"Светодиодный пиксель ELF Pixel, 1 DIP, 0,11 Вт, 12 В, IP65, 5 мм, прозрачная линза, розовый"
38007,"Epson Premium Luster Photo Paper 260гр., 0.61*30.5м"
38008,"PVDF отвод 90⁰, d125*3,0"
38010,"Epson Premium Semimatte Photo Paper 250гр, 0.61*30,5м"
38011,"Плёнка для написания мелом GRAFIX, чёрная, грифельная, 165 мкм, 1.27 х 30 м"
38012,"Дешайн, 60г/кв.м, 1,5*110м. Термотрансфер. Ровный край"
38013,Лист ПК Lexan 9030 6*1520*2050мм прозр.Нестандарт
38015,Фотолюминесцентная пленка Lucentis-200 EXTRA принт 1.24*20м (марк.) глянцевая
38016,"Баннер ламинированный GNX Frontlit 440гр, 50x3.2м мат 500Dx300D, 18x12"
38017,Полиамидная пленка UVinja-2030
38019,Лист ПВХ Trovidur EC 712 2000x1000x2 мм черный
38021,"Ткань БлекАут Премиум Плюс, Негорючая Нить, Директ, 260 г/кв.м, 1,6 х 45м"
38022,"PVDF отвод 90⁰, d90*4,3"
38024,"Световозвращающая пленка Lucentis ANt-8000 белая 1,22*44 м. Тип Б, класс IIб. Печатная, микропризматическая, с маркировкой"
38025,Лист полипропиленовый/Polystone P light blue/светло голубой/20000х2000х5 мм
38027,"Оксфорд Premum 600D PU, 200 г/кв.м,  1,5*48м, Термотрансфер. А"
38028,"Баннер короткий Fresh ламинированный усиленный Frontlit 440гр, 45x3.2м мат 1000Dx1000D, 9x9"
38029,"Ложная сетка 230 г/м2, 1,6*72 м Термотрансфер. Q"
38030,"Светодиодный пиксель ELF Pixel, 1 DIP, 0,11 Вт, 12 В, IP65, 5 мм, прозрачная линза, синий"
38032,"Светодиодный пиксель ELF Pixel, 1 SMD 5050, 0,2 Вт, 12 В, IP65, 20 мм, матовая линза, холодный белый"
38034,"Световозвращающая пленка Lucentis ANt-8000 желтая 1,22*32 м. Тип Б, класс IIб. Печатная, микропризматическая, с маркировкой"
38035,"Баннер короткий Vikuflex ламинированный транслюцентный Backlit 510гр, 35x3.2 глянец 500Dx500D, 18x12"
38036,"Баннер короткий Vikuflex ламинированный транслюцентный Backlit 510гр, 45x3.2 глянец 500Dx500D, 18x12"
38037,Polystone G B 100 черный 6 мм
38039,Лист полиэтиленовый/сверхвысокомолекулярный/Polystone M/черный/2000х1000х4 мм
38041,"Трикотажное Полотно Флажная Сетка 118 Премиум Плюс, Термотрансфер, 118 г/кв.м, 1,6 х 113м"
38042,Стержень PVDF/Polystone PVDF/16x3000
38044,"Алюминиевая композитная панель Bildex 3*1220*4000 мм, (al 0,2 мм) цвет шоколадный BL 8017"
38046,Лист полиэтиленовый/высокомолекулярный/Polystone D natural/натуральный/6000х1000х60 мм
38048,"Изопропиловый спирт Connector, 87 %, 1 л"
38050,Пленка самоклеящаяся Oracal 8500 F 009 1*50 м средне-зеленая транслюцентная
38051,Фильтр капсульный
38053,Заготовки для производства пластиковых карт ERM №13
38055,"Пленка самоклеящаяся мономерная Oracal 641 G 019 1*50 м ярко-желтая, глянцевая"
38056,Пленка  5000  F035  50/1220 Oralite оранжевый
38057,"Световозвращающая пленка Lucentis ANt-8000 желтая 1,22*34 м. Тип Б, класс IIб. Печатная, микропризматическая, с маркировкой"
38058,"Термотрансферная пленка Stahls CAD-CUT Disco F2004 25/500, Golden Yellow"
38059,"Epson Premium Canvas Satin 350гр., 0.61*12.2м"
38060,"Epson Water Resistant Matte Canvas 375гр., 0.61*12.2м"
38061,"Чернила сольвентные Tinta Hard, в канистрах, 5 литров, чёрный (black) - уцененный товар"
38063,Двухсторонняя световая панель из алюминиевого профиля  1364х1004х45мм; 1260х900мм; 40Wx2
38065,"Односторонняя световая панель из акрилового профиля  840х600х28мм; 665х478мм; 3,5Wx4"
38067,"Клеепереносящая лента двусторонняя Lepe Pasky LP-790 0,609 м*0,9 м, 130 микрон, 50 шт в упаковке"
38068,"Ткань Интерлок (Прима без стрел) 135г/м2 60 м*1,65 м Термотрансфер"
38069,"Ткань Ложная сетка 160 г/кв.м, 1,6* 91 м. Термотрансфер."
38070,"Ткань Атлас Премиум Плюс, Термотрансфер, 140 г/кв.м, 1,6 х 123м"
38071,"Ткань Атлас Премиум Плюс, Термотрансфер, 140 г/кв.м, 1,6 х 127м"
38072,"Ткань Интерлок (Прима без стрел) 135г/м2 65 м*1,65 м Термотрансфер"
38073,"Маркер для стекла и керамики Connector, 1-5 мм, черный"
38075,Образец Пленка Saviar 100 мк белая 2/1070 глянцевая
38077,"Самба Manoor негорючая 180 г/м2, 5,05*65 м, Сольвент, Латекс, УФ"
38078,"Бумага для скроллеров 163г/м2 (132мк). Polyman. Ширина 2,95м, намотка 100м"
38079,"Бумага для скроллеров 163г/м2 (132мк). Polyman. Ширина 2,95м, намотка 95м"
38080,Чернила LYSON желтый J/PZAB (1канистра = 1литр)
38082,Стержень ERTALON 6 PLA/черный/70x1000
38084,Стержень полиэтиленовый/низкого давления/G grеy/серый/д-16 мм/1 м
38088,"Баннер короткий Vikuflex литой Frontlit 400 г, 2,5*35 м полумат 1000D*1000D, 16*16"
38089,Образец Пленка Saviar 100 мк белая 2/1070 матовая
38091,"Атлас Софт 88 гр/м2, 1,6*140 м. Термотрансфер. Ровный край AR"
38092,"Таффета 55г/кв.м, 1,6*130м. Термотрансфер. Ровный край AR"
38093,Колесо для погрузчика
38095,Пленка самоклеящаяся Oracal 8500 F 025 1*50 м серно-желтая транслюцентная
38096,Пленка самоклеящаяся Oracal 8500 F 063 1*50 м лаймовая транслюцентная
38097,Ремень зубчатый 224 мм
38099,"Габардин, 160 г/м2, 1,6*75 м Термотрансфер. ESWA"
38100,"Держатель ножа флюгерного Ø 1,5 мм для плоттеров универсальный 9TL89-67033"
38102,"Баннер BLOCKOUT матовый BC 410 1,6х50м 410 г/м2"
38103,Ремень зубчатый привода каретки
38105,Образец Лист ПВХ Vikupor LIGHT 3x2050x3050 мм белый (5 шт/уп)
38107,"Габардин, 160 г/м2, 1,6*60 м Термотрансфер. ESWA"
38108,Газовая пружина крышки 300Н
38110,"Акрил Полигаль Колибри 1,5*2050*3050 мм светотехнический (оргстекло)"
38112,ОС Ламинатор LC-1700
38114,ОС Принтер сублимационный StormJet SJ-7160S-3200
38116,Сварочный пруток полипропиленовый/Polystone P green/сополимер/д - 4 мм/бухта - 5 кг
38118,ПП отвод 90о  d=20 мм/727 100 106
38120,Барабан с углублением 251.100 304
38122,Стержень цельный ПВХ/Trovidur PVC Dark Grey/темно серый/д-10х2000 мм
38124,"Подставка ""Алюма"" П-001 А4"
38126,"Ткань Атлас 80 г/кв.м, 1,6м*100м, Термотрансфер"
38127,"Ткань Атлас 80 г/кв.м, 1,6м*97м, Термотрансфер"
38128,Клей - спрей 500мл 3М 75
38130,"PVDF муфта разборная d50, раструбное соединение"
38132,"Образец Лист акрил. Loriglas литой 3*1000*1000 мм, красный"
38134,"PVC-U отвод 45, д-63 мм/721 150 111"
38136,Принтер Flora XTRA320UV-G5 (рулонный) (4Ricoh Gen5)
38138,Лист полипропиленовый/Polystone P natural/натуральный/500х700х20 мм
38140,"Стержень полиэфирэфиркетон SustaPEEK natural D 70мм, 1м"
38142,"Ткань Бифлекс 230гр/м2, 1,55*68м, Термотрансфер"
38144,Лист полипропиленовый VikuLen сополимер серый 4000*1500*8мм
38146,"Образец Лист акрил. Loriglas литой 3*1000*1000 мм, черный"
38148,Патрон LST 15.513 поворотный
38150,Лист полипропиленовый VikuLen сополимер серый 4000*1500*3 мм
38152,Лист полиэтиленовый/высокомолекулярный/Polystone D natural/натуральный/4700х465х40 мм
38154,Ванночка TBA 81007
38156,Емкость для смешивания TBA 384015
38158,"Лазер 120Ватт, охлаждение водой + охладитель"
38160,Датчик двойной HCAB050000010
38162,Система 2-х портального лазера
38164,"Самоклеящаяся отделочная экстерьерная пленка DecorS Refit, 73 мкм, 1220 мм*50 м, золотой дуб"
38165,"Композитная панель Altec 3/0,23/1,5x4 (RAL-6018, GRJ)"
38167,"Атлас 140 г/м2, 1,6*80 м Термотрансфер. ESWA"
38168,"Оксфорд 600D PU, 200 г/м2, 1,6*85 м Термотрансфер. ESWA"
38169,Лист ПВХ RS-Foam 3x1560x3050 мм ЧЕРНЫЙ
38171,"Образец Статическая бесклеевая пленка, 1,27*2м прозрачная (влажное нанесение)"
38173,"Самоклеящаяся отделочная экстерьерная пленка DecorS Refit, 73 мкм, 1220 мм*50 м, темный дуб"
38174,FB1500 - Камера для лазерного раскройщика
38176,Колесо приводное DAG63
38178,"Лазер 100Ватт, охлаждение воздухом"
38180,"Пленка полимерная самоклеящаяся Oracal 551 G 603, 1,26*25 м, 70 мкм, мятно-зеленая, глянцевая"
38181,Ролик приводной DEA47
38183,Кольцо резиновое SGQ 36x3
38185,"Лазер 250Ватт, охлаждение водой + охладитель"
38187,Система 4-х портального лазера
38189,FB700 - Камера для лазерного раскройщика
38191,Лист ПК LTC 16 /3TS/DR2700  2100x5400 прозрач. Нестандарт
38193,"Ткань Ложная сетка 215г/кв.м, 1,65*57м. Термотрансфер"
38194,Комплект кабелей для подключения мотора Summa S2 KIT S2
38196,Система безопасности для 1/2 поколения Summa F 500-5440 / 500-5441
38198,Сенсор прижимного ролика для плоттеров Summa S2 395-612
38200,"Флажная сетка 90г/кв.м, 1,6*70м. Прямая печать. Ровный край"
38201,"Промо рулон Бумага Blueback 115гр. для сольвентной печати 1,6*2м"
38202,Инструмент - колесо для перфорации Summa F 500-9315
38204,"Пленка для ламинации 80 мк 1,07*50м, глянец (Евротент)"
38205,"Пленка Мамса 100 мк 1,06*25м, мат (Евротент)"
38206,"Самоклеящаяся отделочная интерьерная пленка DecorS Refit, 73 мкм, 610 мм*25 м, бетон"
38207,Вспененный листовой ПВХ Vikupor ULTRA 8*2050*3050 мм белый (2 шт/уп)
38209,"Пленка для печати полимерная Orajet 3551 G 000, 1,05*50 м, 70 мкм, прозрачная, глянцевая"
38210,"Пленка литая самоклеящаяся Oracal 951 G 092, 1*50 м, 50 мкм, metallic, медная, глянцевая"
38211,Профиль Flexiframe 2400 мм  серый  матовый открытый
38213,Лист ПК LTC 25 /6RS/3500  2100x6000 бронза
38215,"Пленка Премиум 100 мк 1,06*50м, мат (Евротент)"
38216,Датчик синхронизации UAA 880400205
38218,"Пленка Норма 100 мк 1,06*50м, мат (Евротент)"
38219,Ремень фрикционный голубой SZA 37
38221,Дисплей №1 для сигарет (два горизонтальных ряда по 6 пачек в ряду)
38223,"Атлас 140 гр/м2, 1,6*120 м. Термотрансфер. Ровный край AR"
38224,"Атлас 140 гр/м2, 1,6*130 м. Термотрансфер. Ровный край AR"
38225,"Термотрансферная пленка Plotterfilms Extra Flex M150 0,5*25 м серебрянный, супер эластичная, матовая"
38226,"Атлас Софт 88 гр/м2, 1,6*130 м. Термотрансфер. Ровный край AR"
38227,Краска SICURA DISC 41WL 5635 PROCESS BLUE
38228,"Блэкаут 230 г/м2, 1,6*80 м Термотрансфер. ESWA"
38229,"Габардин, 160 г/м2, 1,6*65 м Термотрансфер. ESWA"
38230,"Габардин, 160г/кв.м, 1,6*95м. Термотрансфер. Ровный край AR"
38231,"Промо-рулон Антигравийная полиуретановая пленка Hogomaku PRO+ (0,61 m x 8 m) (о2644)"
38232,Пленка  651G  F026  50/1260
38233,Образцы  PVC пластифицированного в рулонах
38235,Уголок Flexiframe красный матовый
38237,"Лист акрил. PMMA  зеркальный 1520x2050x1,5мм зеркальный"
38239,Краска SICURA DISC 41WL 9935 PROCESS BLACK
38240,Ручка 251 200 280
38242,Шайба 250 200 230
38244,Головка насосаTBA 217361
38246,Дистанционный держатель 15мм отеч. бел.
38248,Короткий ремень (1 шт.) для плоттера Summa S2 KIT-2006
38250,Лист ПК LTC 16 /3TS/DR2700  2100x520 прозрач.
38252,Комплект для замены конвейерной клампы на плоттерах Summa F KIT-5022
38254,"Флажная сетка 90г/кв.м, 1,6*71м. Прямая печать. Ровный край"
38255,"Термотрансферная пленка Plotterfilms Flex Nylon S100 0,5*25 м белый, для водонепроницаемых/водоотталкивающих тканей, матовая"
38256,"Самба Manoor негорючая 195 г/м2, 3,2*90м, Сольвент, Латекс, УФ"
38257,Режущий плоттер Summa S1 D60
38259,"Термотрансферная пленка Plotterfilms Flex Nylon S230 0,5*25 м королевский синий, для водонепроницаемых/водоотталкивающих тканей, матовая"
38260,"Термотрансферная пленка Plotterfilms Flex Soft Shell SF370 10/500 Оранжевый, против миграции сублимационных красок, для сложных тканей"
38261,Металлическая петля М3 для SV1-30/SV2-30 (петля + планка)
38263,Прокладка Трансдюсера TBA 384106
38265,"Сэндвич-панель  ADS 3*1220*3050 мм, 0,21 мм, фактурный металлик"
38266,Оргстекло 3х2050х3050  ХТ красное 57570
38268,Artcare specifier (English)
38270,Профиль Flexiframe 2400 мм  красный  матовый сплош.
38272,"поликарбонатная пленка Lexan film 8B35e 0,375x615mmx228m"
38273,Отвод ПВХ 45о  д-160 мм/721 150 117
38275,Cэндвич-панель ALUPLY 3x1500x5800 (al 0.25). 2007/2015 красный/черный
38276,"Самба Manoor негорючая 180 г/м2, 3,2*60м, Сольвент, Латекс, УФ"
38277,"Чернила CHIMIGRAF ecoPure LV, Черные, 1л"
38279,Лист акрил. PMMA  PX  15х2030х3050 прозрачный
38281,"Акрил литой «ZENOCRYL MILKY» ZT425-холодный белый, светорассеивающий, 3мм, 1,22м*2,44м"
38283,"Самоклеящаяся отделочная экстерьерная пленка DecorS Refit, 73 мкм, 610 мм*25 м, бетон"
38284,12SI306155 Лак УФ матовый
38285,Транзитные материалы
38287,"Пленка светоотражающая Oralite 5310, цвет 050 синий, 1,235*50 м, Orafol"
38288,Термотрансферная пленка Plotterfilms Soft Mirror Special Military SMMLG 10/500 Раскраска хаки
38289,Салфетка TX1009 23 х 23 см
38290,Герметик Эпоксидный  SP 106 (набор смола и отвердитель)
38291,"Самоклеящаяся отделочная экстерьерная пленка DecorS Refit, 73 мкм, 610 мм*25 м, золотой дуб"
38292,"Самба Manoor Pro 180 г/м2, 3,2*70 м, Сольвент, Латекс, УФ"
38293,"Самоклеящаяся отделочная экстерьерная пленка DecorS Refit, 73 мкм, 610 мм*25 м, белый дуб"
38294,"Самба Manoor Pro негорючая 175 г/м2, 3,2*69м, Сольвент, Латекс, УФ"
38295,"Самба Manoor Pro негорючая 175 г/м2, 3,2*36м, Сольвент, Латекс, УФ"
38296,"Самба Manoor негорючая 180 г/м2, 3,2*39м, Сольвент, Латекс, УФ"
38297,"Самоклеящаяся отделочная экстерьерная пленка DecorS Refit, 73 мкм, 610 мм*25 м, черная шагрень"
38298,"Сетка баннерная Vikuflex 340 г, 2,2*50 м мат 840D*840D, 9*9 с подложкой"
38299,"Сетка баннерная Vikuflex 340 г, 2,5*50 м мат 840D*840D, 9*9 с подложкой"
38300,"Сетка баннерная Vikuflex 220 гр, 3,2*50 м мат 840D*840D, 9*9 без подложки"
38301,"Сетка баннерная Vikuflex 340гр, 50x1.6 мат 840Dx840D, 12x12 с подложкой"
38302,"Лист полиэфиримид DURATRON U1000 PEI черный 19,05х610х1220 мм"
38304,"Прокладка для автоклавирования SteriPad 695х695 мм,  431 отв. Ø 20 мм"
38306,Лист ПВХ жесткий RS-Rigid 1x1500x3000 мм белый мат. ПОД ПЕЧАТЬ
38308,"Ткань Адверта 165 г/кв.м, 1,6 х 67 м, Термотрансфер"
38309,"Ткань Адверта 165 г/кв.м, 1,6 х 65 м, Термотрансфер"
38310,Лист ПВХ жесткий RS-Rigid 1x2000x3000 мм белый мат. ПОД ПЕЧАТЬ
38312,"Нож для плоттера, тип Graphtec CB-15, угол заточки 45°, 5 шт."
38313,"Флажная сетка 90 г/м2, 1,6*50 м Прямая печать. Ровный край. T"
38314,"PVDF отвод 90⁰, d25*1,9, раструбное соединение"
38316,"Печатная термотрансферная пленка Digital Invite Light Glitter Silver 0,5*19 м серебряный глиттер"
38317,Печатная термотрансферная пленка D-Gel 7/500   D-Gel(750 микрон)
38318,"Ткань Ника 140гр/м2/1,65м*55 м  Термотрансфер"
38319,Лист ПЭНД 100 черный 3000*1500*8 с защитной пленкой
38321,Детали согласно чертежу от 19.03.2020
38323,"Ящик для инструментов Rodex, оранжевая крышка, 13"", пластиковый"
38325,"Ящик для инструментов Rodex, оранжевая крышка, 16"", пластиковый"
38327,"Самоклеящаяся отделочная интерьерная пленка DecorS Refit, 73 мкм, 610 мм*25 м, белый сандал"
38328,"Самоклеящаяся отделочная интерьерная пленка DecorS Refit, 73 мкм, 610 мм*25 м, небесно-голубой"
38329,"Клик-рамка, 25мм, А4"
38331,Фланец/ПВХ/д-160 мм/745 700 917
38333,Муфта ПВХ д-160 мм/721 910 117
38335,"Термопленка NOVA-FLEX LOWTEMP/3 SEC, 0,50*25 м, 1551 - серо-голубой"
38336,"Габардин Софт, 150г/кв.м, 1,6*95м. Термотрансфер. Ровный край AR"
38337,Резина уплотнительная для алюм.профилей ТПСК. ТПУ-001
38338,"Ручной сварочный экструдер СП21 СварПом, 3400 Вт, 20-620 °С"
38340,Муфта переходная ПВХ д-160-90 мм/721 900 391
38342,"Поликарбонат ""STRONEX"" СПК UV 6H/2  6ммх2100x1800прозрачный"
38344,Муфта переходная ПВХ д-90-75 мм/721 910 370
38346,"Самба Manoor негорючая 195 г/м2, 3,2*92 м, Сольвент, Латекс, УФ"
38347,Ламподержатель 902/Е
38349,"Лист акрил. Vikuglas acryl XT 1,5*297*210 мм (А4) прозрачный"
38351,PVDF переход эксцентриковый д-32-25 мм/735 938 741
38353,PVDF втулка муфты без резьбы  д-20 мм/735 600 106
38355,"Образец Промо-рулон плёнка для ламинации 1,07x2м, 55мк, мат"
38356,"Термопленка NOVA-FLEX LOWTEMP/3 SEC, 0,50*25 м, 1599 - лососевый"
38357,"Армированная упаковочная односторонняя лента 959 SM Chemie™, 50 мм*50 м, каучуковый адгезив, продольно-поперечное армирование"
38358,"Баннер Vikuflex горячего ламинирования транслюцентный Backlit 510гр, 13x1.6 мат 500Dx500D, 18x12 new"
38359,"Образец Блокаут 250г/кв.м, 1,6*1м. Термотрансфер. Ровный край AR"
38361,"Ультратонкий лайтбокс, А2"
38363,"Таффета 70 г/кв.м, 1,6*138м. Термотрансфер"
38364,поликарбонатная пленка lexan 8B35E 375мкм 700х915мм
38366,Струбцина винтовая  FSZ 120 SX
38368,"Ручной сварочный экструдер СП22 СварПом, раздельный нагрев, 3400 Вт, 20-620 °С"
38370,"Ракель-выгонка Uzlex, простой, красный, средняя жесткость (50%), 100*75 мм, 21910593"
38372,"Чернила CHIMIGRAF ecoPure LV, Пурпурные, 1л"
38374,"Малярная лента Pintex Pro 9085, штукатурная, ПЭ, для грубых пов-й, 210 мкм, 50 мм*25 м, оранжевый"
38376,"Пленка литая самоклеящаяся Oracal 970 G 946 1,52*10 м metal"
38377,"поликарбонатная пленка lexan 8B35E 0,175 мм х 700 мм х 915 мм"
38379,поликарбонатная пленка lexan 8a13f 375мкм 450х470мм
38381,"поликарбонатная пленка lexan 8B35 0,375ммх450х470мм"
38383,"Пленка литая самоклеящаяся Oracal 970 G 874 1,52*10 м metal"
38384,"Холст Indorian натуральный выбеленный, 65% хлопок, 350 г, 1,07*30 м, матовый"
38385,"Баннер Vikuflex A ламинированный усиленный Frontlit 240гр, 50x3.2м мат 500Dx500D, 9x9 Anticold"
38386,"Футболка KDX, размер M"
38388,"Комбинезон KDX, размер XL"
38390,81040 Колорант MD - 20 250 мл для ручной проявки пластин
38392,Активатор NP-1 5лит\кон для автоматической проявки негативных пластин
38394,"Прокладка SteriPad 920Х780Х3 мм, 446 отв., 25 мм шагрень"
38396,Образец лист полипропиленовый сополимер серый 3000х1500х5 мм (н4290)
38398,"Ткань Бифлекс 230гр/м2, 1,55*80м, Термотрансфер"
38399,"Малярная лента Pintex Pro 2031, деликатная, 115 мкм, 30 мм*50 м, белый"
38401,Лист ПК LTC 4 /2RS/800 2100x6000 прозрач.
38403,"Холст Indorian натуральный выбеленный, 1,27*30 м, 340G, матовый, 65% хлопок"
38404,"U-профиль 391 белый 40x20x2,0мм   3,0 м"
38406,"Образец полипропилена VIKULEN OPTIMUM серый 8мм, формат А4"
38408,Лист ПК LTC 4 /2RS/800 2100x6000 бронза
38410,Лист ПК LTC 6 /2RS/1300  2100x12000 голубой
38412,PVDF/FPM муфта д- 40 мм 735 510 109
38414,"Баннер Frontlit  литой 400 М 1000Dх1000D 18х13,Ткань GLP014 , 65пм;3,2;208м2"
38415,"Холст хл/б. мат. Konflex 350г, 1.52*18м, для сол., эко-сольв. чернил, выбелен., WP-650EC-I"
38416,"Комбинезон KDX, размер XXXL"
38418,"Ткань Блэкаут 250г/кв.м, 1,6м*118м. Термотрансфер"
38419,"Блэкаут 230г/кв.м, 1,6*95м. Термотрансфер. Q"
38420,"Образец А4 пленка самоклеящаяся Plo Plo F 020 G темно-желтая, глянцевая"
38422,Лист полиэтиленовый/высокомолекулярный/Polystone D natural/натуральный/2000х1000х1 мм
38424,Стержень PVDF d.25 mm  – 1 m
38426,"Световозвращающая пленка Lucentis LCR-5000 печатная белая, тип А, класс I 1,22х45,7м (с маркировкой) 2 стыка (о4537)"
38427,"Полиэст. холст мат. Konflex для солв., экосольв. чернил 260гр.,1,52 х 18м (WP-600EC)"
38428,"Бумага Ситилайт Vilaseca Skylight 150 г/м2 1,6м * 28м, сольвент, UV, латекс н8111"
38429,Philips КЛ  PL-S/2P  9/840
38431,FB1800 - Камера для лазерного раскройщика
38433,Лист полиэтиленовый/низкого давления/Polystone G blue UVP/синий/45х1500х10 мм
38435,"Пленка Orajet 3641M F010 1,37*50 м белая, матовая"
38436,FB1512 - Камера для лазерного раскройщика
38438,Лист полиэтиленовый Matrox U 110 light green 2000х1000х12 мм
38440,"Таффета стандарт, 60г/кв.м, 1,5*75м, Прямая печать, А"
38441,Лист ПК сот. Ultramarine  2100х12000х8мм бронза
38443,"Пленка самоклеящаяся мономерная Oracal 641 G 073 1*50 м темно-серая, глянцевая"
38444,Philips TLD-36W/54 G13 люмин. лампа
38446,Образец лист ПВХ Vikupor ULTRA LIGHT 3x2050x3050 мм белый
38448,Пленка самоклеящаяся Oracal 6510 F 046 1*50 м розовая флуоресцентная
38449,"Таффета стандарт, 60г/кв.м, 1,5*25м, Прямая печать, А"
38450,"Пленка самоклеящаяся мономерная Oracal 641 G 086 1*50 м ярко-синяя, глянцевая"
38451,Уплотнение FPM d. 20/749 410 059
38453,"Пленка полимерная самоклеящаяся Oracal 551 G 052, 1,26*25 м, 70 мкм, лазурно-синяя, глянцевая"
38454,"Пленка самоклеящаяся мономерная Oracal 641 G 083 1*50 м ореховая, глянцевая"
38455,Лист ПВХ RS-Presto 3*2030*3050 мм белый
38457,"Тентовая ткань ПВХ Nordfox, 630 г/м2, белый RAL9003, 2,5*26 м, 1000*1000, 20*20, полуглянец"
38458,Насадки для корректора FC-1 100 штук
38460,"Термопленка NOVA-FLOCK PREMIUM, 0.50*25 м, 8401 - белый"
38461,"Ткань Футер 3-нит.петельный 320 гр/м2, 1,65м*38м, Термотрансфер"
38462,"Набор ракелей-выгонок Uzlex ""Номер 180"", эргономичные, 95*85 мм, из 3 шт (мягкий, полужесткий, жесткий)"
38464,"Термопленка NOVA-FLOCK PREMIUM, 0.50*5 м, 8402 - черный"
38465,"Термопленка NOVA-FLOCK PREMIUM, 0.50*5 м, 8404 - зеленый"
38466,"Образец Бумага сублимационная PichiPanda, 1,62*3м, 90г"
38468,Уголок для текстильного профиля
38470,"Пленка на клеевых присосках 1,372*50 м белая матовая"
38471,"Вставки Uzlex Rubber для ракеля, 195*13 мм, черный"
38472,"Бумага сублимационная PichiPanda, 1,62*200м, 70г, craft"
38473,"Световозвращающая пленка Lucentis LCR-5000 печатная красная, тип А, класс I 1,22х45,7м (с маркировкой) 1 стык (о4549)"
38474,"Труба ПВХ д-160х7,7 мм, 5 м/161 017 092"
38476,Пробойник для люверсов 10мм
38478,"Труба ПЭ-80 SDR 11 (12.5 атм) 25х2,3 мм"
38479,Комплект конструкторско-технической документации на производство мультибрендового дисплея для HORECA
38481,Профиль электродный № 2-4/10
38483,"Футболка Premium Stretch, Slimfit,  женская, размер XS, черная"
38485,"Футболка Premium Stretch, свободны крой, подвернутые рукава,  женская, размер XS, черная"
38487,Susta PEEK MOD black 10х620х800
38489,ПЭ переходник   d 110 - 90 мм/753 908 908
38491,Пленка SAV 100 mc V-Jet 010 белая 50/1520 глянцевая
38492,"Пленка для печати Orajet 3640 G F 010 1,6*50 м белая, глянцевая (постоянный клей)"
38493,"Пленка литая самоклеящаяся Oracal 970 G RA 030, 1,52*25 м, 110 мкм, темно-красная, глянцевая"
38494,"Футболка Premium Stretch, Slimfit,  женская, размер М, черная"
38496,"Пленка для печати Orajet 3640 M F 010 1,6*100 м белая, матовая (постоянный клей)"
38497,ПЭ переходник   d 63 - 32 мм/753 908 660
38499,Лист ПВХ Trovidur EC 7011 2000х1000х10 мм серый
38501,320-1616-00 Нож 8N
38503,"Образец Самба 180 г/м2, 1*5м, Сольвент, Латекс, УФ"
38505,"Футболка Premium Stretch, Slimfit,  женская, размер L, черная"
